FID,gid,name,state_name,crops,manure,forest,primmill,secmill,urban,landfill,total
ReAtlas_biomass.1082,1082,Preble,Ohio,97729.973,1004.461,737,0,1012.759,4686.584,0,117765.588
ReAtlas_biomass.1087,1087,Fayette,Ohio,141255.196,371.789,0,0,285.624,3147.452,0,155345.737
ReAtlas_biomass.2312,2312,Fayette,Indiana,42798.082,471.189,5223,0,0,3110.71,0,59385.523
ReAtlas_biomass.1088,1088,Hocking,Ohio,2796.209,7.276,35240,28095,742.565,3126.198,0,74441.165
ReAtlas_biomass.1089,1089,Washington,Ohio,9975.515,275.397,25046,64826,1514.606,7364.824,0,114437.641
ReAtlas_biomass.1092,1092,Clinton,Ohio,137751.588,493.074,1462,6580,8.165,4487.994,0,162819.46
ReAtlas_biomass.2364,2364,DeKalb,Illinois,322151.313,3537.924,160,7667,779.306,9551.716,10533.694,374689.685
ReAtlas_biomass.1095,1095,Vinton,Ohio,792.83,6.751,31220,148441,742.565,1417.587,0,186227.163
ReAtlas_biomass.2365,2365,DuPage,Illinois,7305.873,0,5,0,11010.197,96420.542,78607.72,194844.453
ReAtlas_biomass.1099,1099,Brown,Ohio,56665.643,165.121,2068,5009,261.13,4771.608,8000.041,91543.809
ReAtlas_biomass.1100,1100,Jackson,Ohio,3991.303,18.261,25123,21766,1245.312,3613.265,5845.161,64699.026
ReAtlas_biomass.1103,1103,Adams,Ohio,14699.535,375.99,9902,8510,505.93,3116.133,0,59721.835
ReAtlas_biomass.2366,2366,Whiteside,Illinois,353271.002,1063.374,428,0,261.13,6540.601,0,435724.583
ReAtlas_biomass.1105,1105,Scioto,Ohio,12388.746,34.777,53548,23016,1730.83,8857.439,852.372,106756.659
ReAtlas_biomass.2367,2367,Lee,Illinois,383320.353,946.748,5,0,4.082,3925.602,6393.163,414206.554
ReAtlas_biomass.1107,1107,St. Lawrence,New York,1678.119,499.399,54459,9827,510.012,12149.299,0,82973.005
ReAtlas_biomass.2368,2368,Rock Island,Illinois,140432.959,532.166,742,3269,1261.642,16429.065,38678,240341.978
ReAtlas_biomass.1109,1109,Franklin,New York,1423.791,263.394,43748,423,16.33,5558.062,0,51517.132
ReAtlas_biomass.1110,1110,Essex,New York,377.705,36.604,51706,24209,505.93,4335.535,0,81235.019
ReAtlas_biomass.1111,1111,Lewis,New York,2402.301,383.252,38866,309439,8.165,3062.431,0,354205.704
ReAtlas_biomass.2369,2369,Will,Illinois,186563.116,318.354,4057,0,4339.843,53683.151,32188,290890.53
ReAtlas_biomass.2370,2370,Kendall,Illinois,116130.526,492.459,5138,0,1249.394,5800.192,0,132161.242
ReAtlas_biomass.1114,1114,Jefferson,New York,6839.906,463.1,16666,23713,1738.994,12219.443,11108,82336.342
ReAtlas_biomass.1115,1115,Washington,New York,5534.374,319.608,21303,32411,1008.677,6617.432,0,68959.743
ReAtlas_biomass.1116,1116,Warren,New York,0,0.801,53972,14948,1249.394,7131.52,6827,84233.393
ReAtlas_biomass.1117,1117,Oswego,New York,3545.257,63.067,32678,22367,1469.7,13356.972,308.242,74466.881
ReAtlas_biomass.1118,1118,Oneida,New York,17856.378,321.627,39420,46024,2535.53,25358.066,0,141085.837
ReAtlas_biomass.1119,1119,Cayuga,New York,42444.977,410.378,14529,16653,257.047,8945.1,1842,106168.82
ReAtlas_biomass.2375,2375,Mercer,Illinois,269911.504,1168.816,1100,0,244.8,1803.202,2205,348747.059
ReAtlas_biomass.1140,1140,Cortland,New York,2596.042,203.227,29664,40870,1237.147,5377.798,0,93006.074
ReAtlas_biomass.2376,2376,Putnam,Illinois,61956.018,105.284,167,0,489.6,647.183,0,81261.504
ReAtlas_biomass.2379,2379,Knox,Illinois,322106.306,1991.738,11534,4142,8.165,6119.143,0,411829.186
ReAtlas_biomass.2380,2380,Marshall,Illinois,170689.363,205.585,381,0,489.6,1401.557,0,182981.217
ReAtlas_biomass.1155,1155,Ulster,New York,545.165,29.407,16529,23562,375.437,19186.604,655,61249.115
ReAtlas_biomass.1156,1156,Dutchess,New York,4342.724,43.593,14388,17326,1555.43,30226.169,0,68771.556
ReAtlas_biomass.1157,1157,Sullivan,New York,391.885,64.097,22617,32603,1253.477,8090.055,5406.541,70761.557
ReAtlas_biomass.1158,1158,Orange,New York,1774.429,117.85,8732,724,3804.437,36953.093,30827,83519.973
ReAtlas_biomass.2382,2382,Henderson,Illinois,170516.572,437.384,1819,0,0,873.368,0,182570.424
ReAtlas_biomass.2383,2383,Warren,Illinois,296053.041,931.353,19,0,248.882,1992.274,0,312404.529
ReAtlas_biomass.1166,1166,Queens,New York,0,0,0,0,9059.206,238457.505,0,251203.212
ReAtlas_biomass.1167,1167,Kings,New York,0,0,0,0,11585.815,263594.339,0,279256.817
ReAtlas_biomass.1168,1168,Nassau,New York,0,0.12,39,0,12247.488,142690.356,29659,186842.766
ReAtlas_biomass.2384,2384,Iroquois,Illinois,632935.651,576.499,14558,0,252.965,3513.608,47041.32,785079.382
ReAtlas_biomass.2385,2385,Ford,Illinois,281914.681,511.139,0,0,0,1786.724,0,318952.823
ReAtlas_biomass.2387,2387,Woodford,Illinois,281221.147,1316.194,76,0,514.094,3771.763,0,318974.751
ReAtlas_biomass.2388,2388,McLean,Illinois,640168.791,1614.8,0,0,1016.842,16178.559,13622.84,727930.328
ReAtlas_biomass.2389,2389,Tazewell,Illinois,276646.278,1220.434,591,0,542.671,13844.615,24500,360259.365
ReAtlas_biomass.2392,2392,McDonough,Illinois,286329.176,431.17,8251,0,4.082,3772.298,5945.751,342748.779
ReAtlas_biomass.2393,2393,Vermilion,Illinois,421013.914,286.837,1,0,497.765,9196.261,8939.161,476385.293
ReAtlas_biomass.2395,2395,Champaign,Illinois,530993.906,390.593,166,0,289.706,19287.506,0,604936.911
ReAtlas_biomass.2396,2396,Logan,Illinois,358837.329,1423.121,2488,0,0,3406.771,0,418358.083
ReAtlas_biomass.2398,2398,De Witt,Illinois,185852.951,373.851,0,0,257.047,1786.294,1421,206669.045
ReAtlas_biomass.2313,2313,Rush,Indiana,158541.181,1797.734,3800,2694,493.682,2181.182,0,173816.331
ReAtlas_biomass.2315,2315,Shelby,Indiana,159103.475,79.022,3204,0,1277.971,5154.865,7369.753,177763.25
ReAtlas_biomass.2316,2316,Johnson,Indiana,75264.674,340.971,8223,27413,1759.406,13823.847,0,128610.266
ReAtlas_biomass.2318,2318,Vigo,Indiana,83383.643,263.341,20289,21561,269.294,13206.159,6837.061,152734.097
ReAtlas_biomass.2319,2319,Clay,Indiana,110601.44,376.862,19308,20965,252.965,3221.52,7537.202,177765.59
ReAtlas_biomass.2320,2320,Franklin,Indiana,34636.069,779.846,11205,3419,493.682,2626.484,0,65373.602
ReAtlas_biomass.2321,2321,Owen,Indiana,25045.958,231.313,30328,10930,992.347,2584.701,241.634,90399.181
ReAtlas_biomass.2322,2322,Decatur,Indiana,117408.206,2417.286,27309,0,4.082,3174.019,2132,167388.679
ReAtlas_biomass.2323,2323,Monroe,Indiana,6939.711,11.499,17909,19684,1000.512,14073.618,0,68999.021
ReAtlas_biomass.2324,2324,Bartholomew,Indiana,98446.387,478.639,27941,0,281.542,8631.32,6222.4,154001.919
ReAtlas_biomass.1204,1204,Curry,New Mexico,49682.78,13182.593,0,0,0,4969.894,0,67909.751
ReAtlas_biomass.2326,2326,Ripley,Indiana,55540.287,644.724,12270,11504,497.765,3217.743,5733.198,106739.178
ReAtlas_biomass.2330,2330,Greene,Indiana,52023.639,1795.308,21856,0,489.6,4067.94,6782.461,102131.111
ReAtlas_biomass.2333,2333,Lawrence,Indiana,16101.128,143.726,23651,14484,493.682,5801.536,1309.241,116346.191
ReAtlas_biomass.2341,2341,Orange,Indiana,19936.329,288.271,15450,13436,318.283,2391.587,0,96727.042
ReAtlas_biomass.2345,2345,Dubois,Indiana,60603.917,3040.901,26909,27984,2804.969,4632.405,848.886,145382.048
ReAtlas_biomass.2269,2269,DeKalb,Indiana,76500.652,537.162,8887,8835,775.224,4611.568,5275.033,255715.131
ReAtlas_biomass.1262,1262,Dakota,Nebraska,81245.584,439.58,554,0,734.4,2224.299,5500.47,156692.52
ReAtlas_biomass.1263,1263,Box Butte,Nebraska,95121.996,107.604,0,0,0,1516.82,1280.422,98046.946
ReAtlas_biomass.1264,1264,Pierce,Nebraska,171661.588,2297.834,0,0,0,862.9,0,221918.994
ReAtlas_biomass.1265,1265,Antelope,Nebraska,255897.229,2563.647,346,0,8.165,818.421,0,353317.814
ReAtlas_biomass.1266,1266,Wayne,Nebraska,151145.906,1693.568,0,0,0,1081.892,0,219092.761
ReAtlas_biomass.1267,1267,Thurston,Nebraska,125540.336,1152.88,712,0,0,787.56,0,225207.901
ReAtlas_biomass.2270,2270,Noble,Indiana,84907.164,1100.651,10728,0,269.294,5388.045,2272.965,162641.958
ReAtlas_biomass.2271,2271,Marshall,Indiana,140475.842,727.207,4754,4290,1012.759,5529.084,0,179360.261
ReAtlas_biomass.1270,1270,Madison,Nebraska,183539.248,1887.302,817,4622,738.482,3959.498,4553.39,248674.083
ReAtlas_biomass.1271,1271,Stanton,Nebraska,88773.17,1347.971,0,0,0,708.925,345.87,238980.376
ReAtlas_biomass.1272,1272,Cuming,Nebraska,193108.099,4870.615,3238,10521,244.8,1120.551,0,248016.293
ReAtlas_biomass.2272,2272,Kosciusko,Indiana,151070.553,2272.214,20000,14928,1763.489,8659.13,2396.566,267102.348
ReAtlas_biomass.2273,2273,Starke,Indiana,71718.354,46.138,4137,7261,510.012,2878.1,0,151191.268
ReAtlas_biomass.2274,2274,Whitley,Indiana,91821.903,1220.237,16363,17545,24.494,3605.92,0,178079.705
ReAtlas_biomass.2275,2275,Jasper,Indiana,245446.927,2140.628,62,0,257.047,3529.91,0,266713.543
ReAtlas_biomass.2276,2276,Allen,Indiana,164504.401,1052.447,10902,20657,1122.984,38623.403,74469,349100.582
ReAtlas_biomass.1280,1280,Morrill,Nebraska,68100.096,180.409,185,0,0,597.452,0,69071.952
ReAtlas_biomass.1281,1281,Scotts Bluff,Nebraska,84028.247,282.321,0,0,16.33,4148.947,999.95,89536.897
ReAtlas_biomass.1282,1282,Boone,Nebraska,214822.392,2612.051,2040,0,8.165,687.399,0,320781.579
ReAtlas_biomass.2277,2277,Newton,Indiana,181128.143,1526.517,0,0,244.8,1848.982,0,200438.059
ReAtlas_biomass.1288,1288,Custer,Nebraska,207039.764,1736.596,0,0,0,1295.174,0,238890.099
ReAtlas_biomass.1289,1289,Greeley,Nebraska,79911.298,1199.204,0,0,0,298.067,0,115705.217
ReAtlas_biomass.1290,1290,Valley,Nebraska,82000.703,841.022,24,0,0,510.36,0,99046.576
ReAtlas_biomass.2278,2278,Fulton,Indiana,124921.824,716.711,4074,0,4.082,2529.528,7716.121,150430.797
ReAtlas_biomass.2279,2279,Pulaski,Indiana,171506.059,1058.034,5106,0,8.165,1574.584,0,205235.114
ReAtlas_biomass.1294,1294,Nance,Nebraska,71630.654,1060.23,1544,0,0,443.476,0,133150.447
ReAtlas_biomass.1297,1297,Cheyenne,Nebraska,66920.109,242.2,0,0,0,1170.366,0,68348.93
ReAtlas_biomass.1299,1299,Keith,Nebraska,103575.825,128.841,0,0,0,974.703,0,104694.044
ReAtlas_biomass.2280,2280,Wabash,Indiana,116084.331,2067.153,8283,0,248.882,4365.116,19314.4,190281.246
ReAtlas_biomass.1304,1304,Sherman,Nebraska,69186.073,409.99,4967,0,0,364.401,0,111075.8
ReAtlas_biomass.1305,1305,Howard,Nebraska,101868.023,819.212,3,0,244.8,721.225,0,125630.431
ReAtlas_biomass.2281,2281,Huntington,Indiana,108014.501,729.112,712,0,248.882,4630.922,620.12,134565.028
ReAtlas_biomass.1312,1312,York,Nebraska,326231.187,2015.246,0,0,4.082,1603.235,480.514,331465.186
ReAtlas_biomass.1314,1314,Hall,Nebraska,260724.569,831.702,790,0,1000.512,5970.186,604.513,279626.325
ReAtlas_biomass.1316,1316,Perkins,Nebraska,207179.51,131.401,0,0,0,533.002,0,207849.205
ReAtlas_biomass.1318,1318,Frontier,Nebraska,67679.649,368.832,0,0,0,340.35,0,72255.905
ReAtlas_biomass.1319,1319,Hayes,Nebraska,52567.083,161.938,0,0,0,117.294,0,104600.666
ReAtlas_biomass.1320,1320,Chase,Nebraska,207427.788,341.944,0,0,0,446.771,0,208223.23
ReAtlas_biomass.1321,1321,Gosper,Nebraska,97676.199,1043.471,0,0,0,235.356,0,107772.473
ReAtlas_biomass.1322,1322,Adams,Nebraska,248083.608,397.722,0,4335,992.347,3421.179,713.371,271289.753
ReAtlas_biomass.1323,1323,Fillmore,Nebraska,275142.688,2252.386,0,0,0,728.583,0,286308.499
ReAtlas_biomass.1324,1324,Clay,Nebraska,247695.133,4088.517,0,0,244.8,863.843,0,259848.548
ReAtlas_biomass.1328,1328,Nemaha,Nebraska,59504,1294.384,4572,0,12.247,832.039,0,135524.577
ReAtlas_biomass.1329,1329,Gage,Nebraska,176111.49,2736.775,293,0,261.13,2525.221,527.355,407166.516
ReAtlas_biomass.1331,1331,Red Willow,Nebraska,69257.596,644.173,0,0,0,1257.284,0,79032.521
ReAtlas_biomass.1332,1332,Furnas,Nebraska,83384.895,1468.985,133,0,0,584.712,0,139521.147
ReAtlas_biomass.1333,1333,Harlan,Nebraska,98521.678,263,133,0,0,415.8,0,107622.929
ReAtlas_biomass.1334,1334,Hitchcock,Nebraska,51590.144,206.299,0,0,0,341.668,0,60287.644
ReAtlas_biomass.1335,1335,Nuckolls,Nebraska,117223.678,1008.41,80,0,0,555.388,0,129285.958
ReAtlas_biomass.1336,1336,Thayer,Nebraska,193342.496,729.75,0,0,4.082,664.994,0,232028.183
ReAtlas_biomass.1337,1337,Franklin,Nebraska,110862.462,310.128,2846,0,0,392.517,0,137298.869
ReAtlas_biomass.1338,1338,Webster,Nebraska,78614.533,1119.353,131,0,4.082,446.002,0,141292.329
ReAtlas_biomass.1339,1339,Dundy,Nebraska,94462.517,276.793,0,0,0,251.72,0,94994.82
ReAtlas_biomass.1340,1340,Jefferson,Nebraska,121459.341,1174.629,188,0,0,915.177,0,182932.118
ReAtlas_biomass.1341,1341,Pawnee,Nebraska,36292.007,846.132,5667,3751,0,339.032,0,276135.2
ReAtlas_biomass.1344,1344,Cavalier,North Dakota,275623.172,27.716,0,0,0,658.799,0,483679.101
ReAtlas_biomass.1345,1345,Towner,North Dakota,143087.5,4.327,0,0,0,284.111,0,414778.647
ReAtlas_biomass.1346,1346,Divide,North Dakota,84201.707,77.969,0,0,0,225.53,0,84508.981
ReAtlas_biomass.1347,1347,Renville,North Dakota,126772.798,4.602,2002,0,0,257.834,0,210134.344
ReAtlas_biomass.1348,1348,Bottineau,North Dakota,207495.281,23.925,2,0,244.8,797.007,0,680675.818
ReAtlas_biomass.1349,1349,Burke,North Dakota,92426.057,12.57,0,0,0,312.26,0,276128.745
ReAtlas_biomass.1350,1350,Rolette,North Dakota,83495.605,14.305,1416,0,0,1350.811,0,379799.398
ReAtlas_biomass.1355,1355,Pierce,North Dakota,89474.001,21.379,0,0,0,552.608,0,426249.524
ReAtlas_biomass.1356,1356,Ramsey,North Dakota,164875.173,3.374,0,0,0,1373.521,0,471488.575
ReAtlas_biomass.1357,1357,Walsh,North Dakota,213275.273,42.41,0,0,16.33,1314.65,0,676772.335
ReAtlas_biomass.1358,1358,Benson,North Dakota,125975.83,36.807,0,0,4.082,687.951,0,348806.911
ReAtlas_biomass.1359,1359,Nelson,North Dakota,111173.835,21.493,6981,0,0,366.993,0,633482.988
ReAtlas_biomass.1363,1363,Wells,North Dakota,156364.488,27.76,0,0,0,504.01,0,447632.812
ReAtlas_biomass.1364,1364,Sheridan,North Dakota,61925.229,29.072,0,0,0,168.925,0,316451.41
ReAtlas_biomass.1365,1365,Eddy,North Dakota,48027.12,11.076,0,0,0,272.355,0,342566.338
ReAtlas_biomass.1367,1367,Griggs,North Dakota,85587.614,9.574,0,0,0,272.059,0,433763.681
ReAtlas_biomass.1368,1368,Steele,North Dakota,154802.055,4.739,38,0,0,223.061,0,259487.134
ReAtlas_biomass.1370,1370,Foster,North Dakota,80950.342,26.149,0,0,0,462.12,0,197899.368
ReAtlas_biomass.2282,2282,Miami,Indiana,121806.105,1855.899,10137,7564,1490.112,4311.996,5408.166,174291.436
ReAtlas_biomass.2283,2283,Adams,Indiana,70227.51,2297.334,3177,0,269.294,3849.174,7981.841,110898.821
ReAtlas_biomass.2284,2284,Wells,Indiana,133538.871,1277.761,213,0,501.847,3159.471,7727.9,157628.492
ReAtlas_biomass.1375,1375,Kidder,North Dakota,36596.242,50.468,0,0,0,271.96,0,492804.83
ReAtlas_biomass.1378,1378,Barnes,North Dakota,288291.714,70.688,24,390,244.8,1253.995,0,713023.106
ReAtlas_biomass.2286,2286,Cass,Indiana,158057.711,1186.125,7846,0,265.212,4866.964,10085.761,200376.117
ReAtlas_biomass.2287,2287,Carroll,Indiana,199439.188,4320.21,3503,0,16.33,2489.92,0,216426.366
ReAtlas_biomass.1383,1383,Emmons,North Dakota,44127.583,107.578,0,0,4.082,518.626,0,306289.018
ReAtlas_biomass.1386,1386,LaMoure,North Dakota,202545.863,189.305,0,0,0,555.177,0,484648.961
ReAtlas_biomass.1387,1387,Hettinger,North Dakota,58523.763,137.29,0,0,0,358.986,0,59024.529
ReAtlas_biomass.1388,1388,Ransom,North Dakota,150524.883,436.6,1876,0,0,672.634,0,487296.882
ReAtlas_biomass.2288,2288,Benton,Indiana,250084.048,120.633,83,0,252.965,1078.456,0,262874.889
ReAtlas_biomass.2289,2289,Grant,Indiana,146005.509,547.447,861,0,273.377,8493.484,0,166203.378
ReAtlas_biomass.1391,1391,McIntosh,North Dakota,45104.02,29.252,0,0,0,334.887,0,261013.599
ReAtlas_biomass.2290,2290,Jay,Indiana,87777.102,1451.612,27,0,252.965,2586.991,6155.86,130467.786
ReAtlas_biomass.1393,1393,Dickey,North Dakota,179191.986,200.792,0,0,0,659.496,0,484915.014
ReAtlas_biomass.1394,1394,Sargent,North Dakota,189517.046,273.609,38,0,0,431.303,0,358911.122
ReAtlas_biomass.2292,2292,Howard,Indiana,137597.908,1277.148,256,0,8.165,9907.693,28.155,153619.114
ReAtlas_biomass.2294,2294,Warren,Indiana,171427.099,5.905,1358,0,244.8,1054.533,78.278,193576.658
ReAtlas_biomass.2295,2295,Clinton,Indiana,235897.871,1707.218,510,6628,505.93,3876.762,974.782,256144.083
ReAtlas_biomass.1409,1409,Person,North Carolina,4811.152,283.098,24650,47398,1224.9,3773.08,3917,87776.313
ReAtlas_biomass.2296,2296,Tipton,Indiana,140587.428,954.873,457,0,244.8,1897.629,704.796,149402.681
ReAtlas_biomass.2297,2297,Madison,Indiana,163294.904,441.493,579,0,1286.136,15265.967,0,186585.654
ReAtlas_biomass.1416,1416,Chowan,North Carolina,15840.601,536.37,9761,34597,8.165,1555.295,0,62923.925
ReAtlas_biomass.1417,1417,Yadkin,North Carolina,13773.483,1458.109,24326,4338,16.33,3664.615,0,52475.647
ReAtlas_biomass.2298,2298,Delaware,Indiana,127127.579,454.323,8794,4852,493.682,13595.912,0,162960.19
ReAtlas_biomass.2300,2300,Randolph,Indiana,134519.311,1055.649,5515,13886,244.8,3227.471,9220.042,176700.304
ReAtlas_biomass.2302,2302,Montgomery,Indiana,244004.836,1552.24,3684,0,734.4,4398.306,0,267673.868
ReAtlas_biomass.2303,2303,Boone,Indiana,228581.186,1218.775,279,0,4.082,5368.813,9689.591,247830.426
ReAtlas_biomass.2305,2305,Henry,Indiana,117207.573,412.479,2017,0,252.965,6097.564,6211.957,142736.138
ReAtlas_biomass.1444,1444,Wilson,North Carolina,23270.089,1039.271,20130,0,301.954,7532.727,6719.555,62000.551
ReAtlas_biomass.1445,1445,Rowan,North Carolina,13845.668,353.137,35765,45877,2004.206,13504.034,1977.258,120133.548
ReAtlas_biomass.1446,1446,Pitt,North Carolina,39309.033,7144.026,32137,173132,754.812,13671.11,8510.016,275385.463
ReAtlas_biomass.1447,1447,Catawba,North Carolina,5405.808,461.348,10077,8749,2841.71,14738.62,19503,69604.04
ReAtlas_biomass.2306,2306,Wayne,Indiana,79468.294,847.582,2786,0,762.977,8138.728,6391.161,136799.778
ReAtlas_biomass.2308,2308,Hancock,Indiana,117873.433,925.149,1771,0,265.212,6522.366,5663.161,134069.919
ReAtlas_biomass.2235,2235,Gray,Kansas,169813.125,0.778,97,0,4.082,706.724,0,379140.051
ReAtlas_biomass.2221,2221,Pawnee,Kansas,99223.003,27.125,9,0,0,865.808,0,227871.11
ReAtlas_biomass.2222,2222,Finney,Kansas,181211.606,37.331,0,0,0,5032.265,5370.15,191718.361
ReAtlas_biomass.2223,2223,Kearny,Kansas,81954.98,20.584,0,0,0,542.372,0,82525.429
ReAtlas_biomass.2225,2225,Hodgeman,Kansas,44094.193,0.583,0,0,0,340.36,0,289153.971
ReAtlas_biomass.2226,2226,Stafford,Kansas,142603.341,133.803,9,0,4.082,573.255,0,310640.4
ReAtlas_biomass.1479,1479,Jones,North Carolina,22159.328,8086.984,28929,0,0,1046.615,383.744,60935.82
ReAtlas_biomass.1480,1480,Anson,North Carolina,8459.964,4531.56,40416,65684,493.682,2911.352,744.655,170693.281
ReAtlas_biomass.1481,1481,Union,North Carolina,46985.056,8909.155,7964,31241,2330.654,12832.268,73.5,131817.615
ReAtlas_biomass.1482,1482,Hyde,North Carolina,52881.898,0,15654,0,0,768.939,0,90785.173
ReAtlas_biomass.1483,1483,Duplin,North Carolina,64747.805,66997.528,50423,22939,12.247,5128.105,1459.33,215462.307
ReAtlas_biomass.1484,1484,Richmond,North Carolina,1880.049,4247.2,31234,0,518.177,4966.935,1282.014,58771.376
ReAtlas_biomass.2230,2230,Edwards,Kansas,124295.493,44.208,0,0,0,503.634,0,264075.209
ReAtlas_biomass.2233,2233,Allen,Kansas,44907.154,151.22,596,0,0,1903.481,1488.936,79710.351
ReAtlas_biomass.2234,2234,Bourbon,Kansas,17094.774,182.206,3319,0,12.247,1931.685,0,94660.528
ReAtlas_biomass.1503,1503,Daniels,Montana,67907.864,46.38,0,0,0,208.628,0,68166.207
ReAtlas_biomass.1506,1506,Liberty,Montana,57746.879,175.845,16,0,4.082,404.772,0,58351.146
ReAtlas_biomass.1510,1510,Sanders,Montana,501.064,13.443,54146,0,12.247,1420.947,0,56110.612
ReAtlas_biomass.2236,2236,Ford,Kansas,120881.848,31.277,0,0,497.765,4066.864,1729.732,370037.405
ReAtlas_biomass.2238,2238,Pratt,Kansas,136725.939,36.232,0,0,0,1336.33,928.993,333978.047
ReAtlas_biomass.2239,2239,Stanton,Kansas,89770.566,0.032,0,0,0,288.004,0,90062.581
ReAtlas_biomass.2240,2240,Haskell,Kansas,202488.643,8.832,0,0,0,515.559,0,203020.157
ReAtlas_biomass.1517,1517,Fergus,Montana,58113.336,89.42,10346,0,244.8,1502.489,0,70315.711
ReAtlas_biomass.2241,2241,Grant,Kansas,85925.949,0.13,0,0,0,1037.507,0,86976.664
ReAtlas_biomass.2242,2242,Kiowa,Kansas,60135.206,95.856,0,0,0,392.385,186.386,60815.255
ReAtlas_biomass.2243,2243,Wilson,Kansas,71117.901,34.271,565,11537,12.247,1327.546,0,107390.843
ReAtlas_biomass.2244,2244,Neosho,Kansas,47020.876,226.797,1701,7683,771.142,2034.584,0,97175.995
ReAtlas_biomass.2245,2245,Kingman,Kansas,85321.247,57.624,0,0,0,1038.18,0,236627.425
ReAtlas_biomass.2246,2246,Crawford,Kansas,62323.185,126.042,741,0,16.33,4759.223,5956.296,94234.017
ReAtlas_biomass.2249,2249,Cowley,Kansas,83919.686,385.771,1544,0,0,4434.904,2683.118,120343.281
ReAtlas_biomass.2250,2250,Meade,Kansas,135898.32,49.768,0,0,0,645.122,0,136600.868
ReAtlas_biomass.2254,2254,Stevens,Kansas,160617.671,0.065,0,0,0,653.935,0,161280.705
ReAtlas_biomass.2255,2255,Seward,Kansas,105413.231,0.032,0,0,0,2966.843,2132.394,110549.724
ReAtlas_biomass.2256,2256,Montgomery,Kansas,49335.705,516.611,1346,0,501.847,4430.235,725.237,69663.555
ReAtlas_biomass.2257,2257,Harper,Kansas,96715.795,54.573,5,0,0,873.156,0,221991.092
ReAtlas_biomass.2258,2258,Labette,Kansas,70034.616,122.979,961,0,12.247,2914.967,0,101729.582
ReAtlas_biomass.2260,2260,Cherokee,Kansas,107348.018,194.353,2129,0,4.082,2705.875,5689.407,125162.503
ReAtlas_biomass.2262,2262,St. Joseph,Indiana,102557.309,971.181,4583,0,1783.901,30581.049,13463.4,162797.785
ReAtlas_biomass.2263,2263,Elkhart,Indiana,81394.769,2866.751,4022,7965,5457.989,21197.08,18090,143523.028
ReAtlas_biomass.2265,2265,Steuben,Indiana,40795.461,327.273,6871,2269,12.247,3983.685,0,141540.869
ReAtlas_biomass.2266,2266,LaGrange,Indiana,54170.319,1087.94,9171,18625,1339.207,4177.718,243.089,96669.384
ReAtlas_biomass.2176,2176,Osborne,Kansas,66895.98,196.19,0,0,489.6,532.916,0,122813.96
ReAtlas_biomass.2177,2177,Sheridan,Kansas,108820.739,181.076,0,0,0,427.503,0,109433.97
ReAtlas_biomass.2178,2178,Rooks,Kansas,43463.218,0.065,0,0,0,771.289,663.056,164080.45
ReAtlas_biomass.2179,2179,Mitchell,Kansas,95289.639,380.198,35,513,244.8,829.778,533.488,170891.913
ReAtlas_biomass.2180,2180,Graham,Kansas,41074.364,100.685,0,0,0,352.644,0,233821.77
ReAtlas_biomass.1552,1552,Alcorn,Mississippi,10693.145,44.78,106941,0,767.059,3514.693,0,159565.016
ReAtlas_biomass.1553,1553,Tippah,Mississippi,8397.005,16.407,21794,141845,497.765,2244.944,235.2,237188
ReAtlas_biomass.2185,2185,Ottawa,Kansas,65041.831,57.494,297,0,8.165,737.727,0,138773.767
ReAtlas_biomass.1557,1557,Benton,Mississippi,6914.305,8.409,18373,0,244.8,795.194,0,57663.71
ReAtlas_biomass.1560,1560,Prentiss,Mississippi,8038.379,8.614,20892,0,293.789,2713.579,0,113843.462
ReAtlas_biomass.1561,1561,Union,Mississippi,12833.532,14.766,20484,0,28.577,2603.578,0,124371.301
ReAtlas_biomass.1563,1563,Panola,Mississippi,39470.584,26.456,71167,0,489.6,3486.555,0,351759.116
ReAtlas_biomass.1565,1565,Quitman,Mississippi,72277.671,0,9842,0,0,1183.925,0,176959.695
ReAtlas_biomass.1567,1567,Itawamba,Mississippi,6084.853,588.28,17949,94601,988.265,2346.77,0,174943.074
ReAtlas_biomass.1568,1568,Pontotoc,Mississippi,7238.35,15.587,31778,0,48.989,2738.72,4962.461,216158.809
ReAtlas_biomass.1569,1569,Yalobusha,Mississippi,7402.56,10.87,28457,0,0,1383.838,0,83243.673
ReAtlas_biomass.1571,1571,Calhoun,Mississippi,18951.699,144.196,36877,241259,16.33,1946.896,0,432257.289
ReAtlas_biomass.1574,1574,Chickasaw,Mississippi,10073.536,962.34,37223,0,767.059,2016.843,0,221022.513
ReAtlas_biomass.1576,1576,Grenada,Mississippi,8503.632,12.921,27202,349651,505.93,2577.175,0,461397.347
ReAtlas_biomass.1583,1583,Oktibbeha,Mississippi,0,297.587,52346,63382,257.047,4341.394,1776.25,204554.677
ReAtlas_biomass.1588,1588,Noxubee,Mississippi,42666.707,961.645,65358,207508,20.412,1424.782,0,535111.316
ReAtlas_biomass.1589,1589,Winston,Mississippi,0,199.971,70197,40479,12.247,2178.958,306.25,162128.847
ReAtlas_biomass.1594,1594,Neshoba,Mississippi,0,5048.718,75663,267597,257.047,3114.273,0,371780.219
ReAtlas_biomass.1595,1595,Leake,Mississippi,0,4383.97,66983,0,248.882,2165.458,0,114683.482
ReAtlas_biomass.1596,1596,Kemper,Mississippi,0,162.689,64532,0,0,1217.215,39.2,125076.097
