FID,gid,nid_id1,lat,lon,cordfrom,dmname,owname,county,city,state,water,btyear,stor,fedreg,esth,esthfr,huc02,qyr,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,mwhyr,mwh01,mwh02,mwh03,mwh04,mwh05,mwh06,mwh07,mwh08,mwh09,mwh10,mwh11,mwh12,cf,mw
ReAtlas_NonPowered_Dams.469,469,OH00391,40.2140790700,-84.2441777100,NHD,LOCKINGTON DAM,The Miami Conservancy District,SHELBY,Dayton,OH,LORAMIE CREEK,1922,165000,,54,Head estimated from NID,5,220.953920000,382.954953600,266.856256400,389.046886500,290.954276000,250.257880600,216.252366900,147.174731900,70.1850635000,96.8702764900,133.507518500,146.333270500,261.192317600,7567.20925600,1113.91115700,701.094546400,1131.63092200,819.006158100,727.931686600,608.728019400,428.091017800,204.149142100,272.679797200,388.336834400,411.913003400,759.736971300,47.9796686500,1.80042234000
ReAtlas_NonPowered_Dams.478,478,MI00491,42.4556325300,-85.6680132400,NHD,,MDNR Wildlife,Allegan,Otsego,MI,Kalamazoo River,1902,1460,,14,Head estimated from NID,4,1096.08280700,1329.60466800,1512.77896000,1708.61335200,1526.33223500,1496.60664800,1056.65649600,684.134004000,553.061367100,661.667687200,696.508393800,831.962269200,1125.46683000,10037.7785800,1034.15492900,1062.75923700,1328.94458300,1148.87217800,1164.04761500,795.346663100,532.113469200,430.166314000,498.038093900,541.738161800,626.219038400,875.378297200,66.2996379800,1.72831280800
ReAtlas_NonPowered_Dams.480,480,WV07723,39.4904542700,-79.6391377200,NHD,Albright Bridge Dam,Gary R. Haag,Preston County,Albright,WV,CHEAT RIVER,1950,120,,5,Head estimated from NID,5,2061.35692800,2838.56078300,2941.44279200,3662.41002800,3249.28134600,2442.54485400,1671.47552400,1133.00993700,758.670304300,909.578672400,871.759599100,1858.99012500,2465.78999100,7240.73434900,846.830409100,792.601682900,1092.61010000,938.091335300,728.686618400,482.567232500,338.011880500,226.334798900,262.602028100,260.072830700,536.704071900,735.621361000,47.9796686500,1.72274605300
ReAtlas_NonPowered_Dams.489,489,NC05143,36.1123238100,-78.8686645200,NHD,Little River Dam,,Durham,,NC,Little River,1984,15037,,66,Head estimated from NID,3,92.3819661100,103.852580600,113.774313700,124.053907400,125.834674400,62.9436395600,60.3085559600,52.9381978300,65.7810274800,133.474019400,89.0272756900,81.6357351900,98.0532842900,3853.45450700,367.916408800,364.059548900,439.483235200,431.411537300,222.989141800,206.761824300,187.543068400,233.041097800,457.602263900,315.395104900,279.879915300,347.371360500,26.6610582900,1.64994225800
ReAtlas_NonPowered_Dams.490,490,WV08512,39.2196618100,-81.0987901800,NHD,,Freddie L. Fields,Ritchie County,Cornwallis,WV,NORTH FORK,0,44231,,65,Head estimated from NID,5,169.446840000,260.489219200,281.798835100,317.718854100,276.789427100,195.831036600,133.101905700,64.6306242100,38.8556640200,78.4125562700,67.5575856000,136.548925500,190.792654300,6919.19950100,903.401821700,882.727667600,1101.87973400,928.966954900,679.160986900,446.719635800,224.145259600,134.755203200,263.170000400,234.296244900,458.288601900,661.687389600,47.9796686500,1.64624512600
ReAtlas_NonPowered_Dams.493,493,OH00424,39.7301375400,-84.2110924500,NHD,TAIT STATION DAM,The Miami Conservancy District,MONTGOMERY,Dayton,OH,GREAT MIAMI RIVER,1935,350,,4,Head estimated from NID,5,2230.32562000,3865.57633500,2693.66728400,3927.06876800,2936.91452100,2526.12202000,2182.86778600,1485.59290200,708.453352000,977.815915100,1347.63501400,1477.09912700,2636.49505600,6854.97291700,1009.06827800,635.106545300,1025.12023400,741.920150900,659.417736200,551.433685200,387.798491400,184.934338800,247.014792600,351.786027400,373.143174300,688.229463000,47.9796686500,1.63096406600
ReAtlas_NonPowered_Dams.498,498,OH00744,39.9396082700,-82.9998217100,NHD,GREENLAWN AVENUE LOW HEAD DAM,City of Columbus,FRANKLIN,Columbus,OH,SCIOTO RIVER,1929,417,,7,Head estimated from NID,5,1366.19271000,2474.53293500,1779.33011700,2625.83520100,1944.76579300,1601.25407700,1395.23369400,560.356313500,369.381793500,515.847071000,732.913898500,828.316986900,1581.34479800,6598.48264600,1015.06577100,659.255576200,1077.13071600,772.018686400,656.842421000,553.869513700,229.860958900,151.522256800,204.777140600,300.644942200,328.819128000,648.675535500,47.9796686500,1.56993881900
ReAtlas_NonPowered_Dams.509,509,OH00419,41.1272056000,-80.9774609200,NHD,LAKE MILTON DAM,,MAHONING,Columbus,OH,MAHONING RIVER,1916,46605,,36,Head estimated from NID,5,274.988100000,404.878003300,367.517284000,455.887128600,414.201876700,294.970321900,194.018886000,150.066856100,130.590411300,167.657154700,151.559538400,225.942813100,348.355825200,6338.88151000,792.668765400,649.892715000,892.534255800,784.764205800,577.491883800,367.596299200,293.800375900,255.669459100,317.650260000,296.722744200,428.080707100,682.009839100,47.9796686500,1.50817342200
ReAtlas_NonPowered_Dams.510,510,GA05183,32.5430678200,-84.8630155800,NHD,WIDGEON LAKE DAM,BEAVER RUN HOME ASSOCIATION,MUSCOGEE,,GA,UNKNOWN,0,120,,14,Head estimated from NID,3,395.366574600,425.561678600,528.388807000,656.296626900,539.142708900,357.459281000,347.687926600,393.773143800,317.456158100,286.695238700,227.727014900,289.952032200,383.325320700,3506.63650500,320.569457500,359.508841600,494.378756800,393.027488500,269.268906300,253.459632000,296.623613900,239.135132400,208.996816200,171.543466700,211.370973100,288.753419900,26.6610582900,1.50144441600
ReAtlas_NonPowered_Dams.513,513,OH01102,40.2155315400,-80.9626717200,NHD,GEORGETOWN UPPER POND NO. 2 DAM,Doug Outward,HARRISON,St Clairsville,OH,TRIBUTARY TO SOUTH FORK,1978,81,,15,Head estimated from NID,5,638.036865100,939.411894600,852.726266300,1057.76502500,961.045466900,684.400304900,450.169304800,348.190290600,303.000372200,389.003907400,351.653663500,524.240300400,808.267189300,6247.26697400,781.212488500,640.499950700,879.634643700,773.422171900,569.145513700,362.283506300,289.554140100,251.974321600,313.059326800,292.434272100,421.893745600,672.152892600,47.9796686500,1.48637610500
ReAtlas_NonPowered_Dams.515,515,OH00019,40.7245229400,-82.1517735800,NHD,MOHICANVILLE DAM,CELRH,ASHLAND,BRINKHAVEN,OH,LAKE FORK OF MOHICAN RIVER,1937,102000,CE,36,Head estimated from NID,5,270.901280000,425.021806300,361.364493900,456.383861500,424.188048500,301.414463800,241.525263400,153.233389200,117.617874800,151.673674500,134.170534100,174.387327200,315.626843200,6117.23194600,815.124473900,625.971464800,875.271926000,787.282701700,578.065178300,448.265014900,293.877358600,225.572445600,281.502651200,257.317823200,323.658638200,605.322269800,47.9796686500,1.45543762300
ReAtlas_NonPowered_Dams.518,518,IN00021,39.0745584700,-85.2451885100,NHD,VERSAILLES STATE PARK DAM,,Ripley,Versailles,IN,Laughery Creek,1956,5788,,53,Head estimated from NID,5,182.015980000,272.157735400,267.347659500,324.628069100,289.944937200,212.610577400,141.659065200,86.1002832100,63.0601853800,87.8755827300,85.4602744300,146.172346000,213.419659000,6050.99477600,768.434352700,681.802851100,916.583758900,792.248051400,600.303611200,387.070453600,243.103196300,178.049735200,240.112001500,241.296138600,399.402581200,602.588044100,47.9796686500,1.43967819600
ReAtlas_NonPowered_Dams.526,526,OH00481,41.1201915400,-81.4901439200,NHD,GORGE PLANT DAM,Ohio Edison Co./FirstEnergy Corp.,SUMMIT,Akron,OH,CUYAHOGA RIVER,1912,1149,,39,Head estimated from NID,4,319.837340000,483.614607300,439.636660700,554.691832900,468.537798200,355.379407600,212.121160700,190.673585000,132.276570700,150.924335600,183.533820000,232.762217000,438.553958900,8004.67033500,1027.97493400,844.060065300,1179.05723200,963.800857500,755.397206200,436.341651300,405.297240900,281.168097600,310.457351900,390.120901500,478.801123800,932.193672900,66.2996379800,1.37825059100
ReAtlas_NonPowered_Dams.527,527,MI00509,42.9812640000,-84.9501789800,NHD,Lyons Dam,Village of Lyons,Ionia,Lyons,MI,Grand River,1900,1820,,12,Head estimated from NID,4,1001.08932000,1214.37269500,1381.67194200,1560.53408300,1394.05060400,1366.90122500,965.079942600,624.842612500,505.129561600,604.323369100,636.144559200,759.859142800,1027.92673700,7999.88320000,824.198161000,846.995149500,1059.13886800,915.625221600,927.719702700,633.873357300,424.082437100,342.832853000,396.925131200,431.753100000,499.082453800,697.656765100,66.2996379800,1.37742633800
ReAtlas_NonPowered_Dams.532,532,FL00291,27.2064879600,-80.7972250500,NHD,,,OKEECHOBEE,TAYLOR CREEK,FL,TAYLOR CREEK,1972,8519000,,25,Head estimated from NID,3,191.478271600,103.135264000,80.1572032900,98.1634163500,56.5953310600,43.1706028500,205.199645100,290.599284700,355.524382600,476.058157400,323.904543500,134.181892000,123.699817900,3110.71807500,142.304019800,99.8961790500,135.443961600,75.5701264800,59.5659533300,273.997215800,400.963208500,490.545588500,635.666838500,446.917153100,179.169241600,170.678589000,26.6610582900,1.33192313400
ReAtlas_NonPowered_Dams.533,533,IN03389,39.7871869400,-86.1952172400,NHD,,,Marion,Indianapolis,IN,White River,0,918,,7,Head estimated from NID,5,1269.37393000,2251.94506300,1659.12329500,2128.74384600,1643.47722800,1664.95641600,1317.35933200,749.451845600,351.282311500,481.937286600,697.746146900,820.443098200,1477.47191300,5573.51282400,839.781012600,558.834562300,793.837599300,593.104899000,620.884944100,475.414116100,279.480809800,130.997962600,173.923532800,260.199049800,296.084918300,550.969417400,47.9796686500,1.32607367700
ReAtlas_NonPowered_Dams.534,534,GA01591,31.1617234900,-83.5428330500,NHD,REED BINGHAM PARK LAKE DAM,STATE OF GEORGIA,COLQUITT,BURNEY HILL ENVIRONS,GA,LITTLE RIVER,1970,1400,,13,Head estimated from NID,3,366.717333900,306.300794600,403.491495100,670.177331000,593.500631000,282.934674200,268.723064800,311.284593200,318.534785500,372.530825700,365.591050000,248.882145000,262.756287900,3059.31692700,217.025109400,258.221609000,474.844698900,406.951455700,200.469374300,184.258005300,220.556309600,225.693331200,255.436900800,259.034383900,170.653485300,186.172263200,26.6610582900,1.30991458900
ReAtlas_NonPowered_Dams.536,536,OH00931,40.1856064000,-82.9668167800,NHD,ALUM CREEK DAM,CELRH,DELAWARE,WESTERVILLE,OH,ALUM CREEK OF BIG WALNUT CRK.,1974,134800,CE,81,Head estimated from NID,5,106.161060000,192.285493400,138.264221400,204.042553000,151.119528400,124.426685100,108.417712100,43.5429202500,28.7030976400,40.0842951700,56.9516407000,64.3650113900,122.879619300,5393.76045900,829.739488700,538.891567900,880.472887100,631.066881200,536.918996100,452.746433100,187.893947400,123.857983900,167.389823200,245.754499700,268.784765500,530.243184900,47.9796686500,1.28330623600
ReAtlas_NonPowered_Dams.539,539,IN03176,39.8734552000,-86.1403607100,NHD,,,Marion,Indianapolis,IN,White River,0,459,,7,Head estimated from NID,5,1217.05758000,2159.13273800,1590.74370000,2041.00917200,1575.74247500,1596.33641300,1263.06529800,718.563717100,336.804459100,462.074581700,668.989032200,786.629115400,1416.57895200,5343.80443000,805.170031300,535.802590500,761.120143300,568.660499400,595.295609700,455.820259100,267.962205600,125.598974100,166.755397300,249.475129800,283.881987500,528.261602000,47.9796686500,1.27142048700
ReAtlas_NonPowered_Dams.541,541,PA00285,40.5944920700,-79.0988249200,NHD,TWO LICK CREEK,EME HOMER CITY GENERATION L.P.,INDIANA,,PA,TWO LICK CREEK,1968,23000,,63,Head estimated from NID,5,134.845487100,190.025707600,167.467879300,221.859966200,215.777948400,138.234173800,80.8529434900,65.9622665900,61.2181177900,81.7688007100,82.5925960600,123.097568900,191.222795800,5328.66423900,637.768591200,507.666641700,744.611452300,700.837592900,463.944670500,262.606919400,221.384055700,205.461635900,265.581584600,277.199144800,399.815664700,641.786285700,47.9796686500,1.26781826900
ReAtlas_NonPowered_Dams.543,543,IN00356,39.9073872700,-85.9849167100,NHD,GEIST RESERVOIR DAM,,Marion,Indianapolis,IN,Fall Creek,1944,60000,,39,Head estimated from NID,5,215.657450000,382.589179100,281.873048300,361.658183400,279.214894700,282.864053300,223.809822800,127.326448200,59.6803240800,81.8776594000,118.542023900,139.387348600,251.011792300,5275.58303200,794.890870600,528.962295000,751.403343100,561.400725200,587.695799600,450.001053800,264.541280200,123.995521400,164.626523300,246.290218700,280.257823100,521.517578100,47.9796686500,1.25518896400
ReAtlas_NonPowered_Dams.544,544,IN00012,41.1995482000,-85.0207774500,NHD,CEDARVILLE DAM,,Allen,Cedarville,IN,St. Joseph River,1953,7830,,19,Head estimated from NID,4,610.037130000,1036.90525000,919.580421400,987.397046800,873.086056500,722.898541000,555.638780300,318.123668600,259.781342600,186.634129300,303.622783400,338.789572900,832.266351000,7270.28206000,1049.54942200,840.717086700,999.437508500,855.225090600,731.713669900,544.271922200,322.002914500,262.949153700,182.816102600,307.325203300,331.858859800,842.415126700,66.2996379800,1.25180302600
ReAtlas_NonPowered_Dams.545,545,MI00561,42.2707976700,-83.6714241800,NHD,Geddes Dam,City of Ann Arbor,Washtenaw,Ypsilanti,MI,Huron River,1920,3100,,24,Head estimated from NID,4,472.217220000,583.880347900,649.478568300,753.629572800,590.923173000,601.481693700,413.000115200,270.972927400,231.935237500,305.144101600,326.539310800,407.355709200,543.857439500,7256.86918800,762.079294200,765.662656700,983.635594100,746.391845200,785.052530400,521.658198800,353.673244800,302.721341300,385.425854700,426.198361300,514.528780300,709.841485700,66.2996379800,1.24949358700
ReAtlas_NonPowered_Dams.546,546,OH00020,40.7405606000,-82.3628177800,NHD,CHARLES MILL DAM,CELRH,ASHLAND,PERRYVILLE,OH,BLACK FORK OF MOHICAN RIVER,1936,88000,CE,38,Head estimated from NID,5,220.319160000,345.662624200,293.891271900,371.168822100,344.984543900,245.134986000,196.428171700,124.621971500,95.6565113800,123.353483500,109.118492800,141.826090500,256.693659700,5251.42604500,699.755368100,537.374237600,751.389816400,675.854196900,496.248394700,384.819571200,252.283259600,193.645921300,241.660013400,220.898198800,277.849428900,519.647638200,47.9796686500,1.24944143200
ReAtlas_NonPowered_Dams.554,554,VA10703,39.0557022700,-77.5264923200,NHD,Goose Creek Dam,City of Fairfax,LOUDOUN,Arlington,VA,Goose Creek,1960,4373,,24,Head estimated from NID,2,337.673668300,336.287164400,373.325130800,629.895833100,604.894742100,430.845841700,307.804785400,150.893408300,117.566366400,260.693991200,172.683945600,284.653473600,389.452457000,5083.34783100,429.963661300,431.126804000,805.360261400,748.446620300,550.862700600,380.852130500,192.926430600,150.315773800,322.561138400,220.786962300,352.206616200,497.938732200,47.5726990500,1.21979803500
ReAtlas_NonPowered_Dams.556,556,KY03061,36.7516634100,-83.2565700500,NHD,MARTINS FORK DAM,CELRN,HARLAN,CAWOOD,KY,MARTINS FORK OF CUMBERLAND R.,1978,21100,CE,97,Head estimated from NID,5,84.0022421700,140.416474600,159.915996600,153.673881700,162.017047200,81.0575612600,46.3317716400,34.1159755600,23.1738100400,32.8498226200,16.5552167100,58.3815319800,105.709186200,5110.97789500,725.604585800,746.397541100,794.112468600,810.218634300,418.866364100,231.697005900,176.294899800,119.751068300,164.276160300,85.5493715900,291.955728900,546.254066600,47.9796686500,1.21602541600
ReAtlas_NonPowered_Dams.558,558,MI00490,42.4299885300,-85.6316903100,NHD,Plainwell Dam Number 2,Plainwell Paper Company,Allegan,Plainwell,MI,Kalamazoo River,1856,250,,9,Head estimated from NID,4,1147.25262000,1391.67627500,1583.40192300,1788.37869800,1597.58792200,1566.47461900,1105.98572000,716.072292100,578.880626500,692.557152000,729.024371100,870.801810200,1178.00841400,7052.23090800,726.565076000,746.661572800,933.675114000,807.161845600,817.823635400,558.785818500,373.846366900,302.221467700,349.906068500,380.608376500,439.962011700,615.013554500,66.2996379800,1.21425880300
ReAtlas_NonPowered_Dams.559,559,IN00810,41.0825814000,-85.1158957800,NHD,,,Allen,Fort Wayne,IN,Maumee River,1925,874,,7,Head estimated from NID,4,1601.45526000,2722.05950300,2414.06109600,2592.09172100,2292.00517300,1897.73640700,1458.64998000,835.130842700,681.971927800,489.947567600,797.063456500,889.382493200,2184.84623300,7031.60134100,1015.09309600,813.116650200,966.626338200,827.148361500,707.691775900,526.403672700,311.431675700,254.316628500,176.814316400,297.235828500,320.964054000,814.758944100,66.2996379800,1.21070678700
ReAtlas_NonPowered_Dams.566,566,WV06514,39.6044549400,-78.2840407200,NHD,Old Cacapon Power Dam,Curtis Taylor,Morgan County,Great Cacapon,WV,CACAPON RIVER,1904,340,,11,Head estimated from NID,2,656.916626800,654.219296300,726.273644100,1225.41105400,1176.77346700,838.175503500,598.809147000,293.550839300,228.715793000,507.158932900,335.942555400,553.770155100,757.648044000,4903.41448400,414.744399600,415.866371000,776.853227800,721.954137300,531.364021200,367.371251200,186.097486400,144.995103000,311.143563300,212.971849400,339.739691300,480.313382500,47.5726990500,1.17662130400
ReAtlas_NonPowered_Dams.579,579,AL00977,34.1849666800,-86.8057823100,NHD,LAKE CATOMA DAM,CULLMAN CITY OF,CULLMAN,CULLMAN,AL,EIGHT MILE CREEK,1966,21400,,90,Head estimated from NID,3,45.2737161300,69.4733399700,88.6811398300,78.9280770600,67.0563880900,47.0589192700,29.6209709200,20.6572184800,13.5413552400,18.4611001900,17.4988414400,33.0495888900,62.3968623400,2555.81869700,333.097142600,384.043423900,378.428861400,311.137563700,225.628875000,137.439504100,99.0431790700,64.9254338300,85.6583824200,83.9000123600,153.348083100,299.168235800,26.6610582900,1.09433062300
ReAtlas_NonPowered_Dams.580,580,WV03331,39.1984866100,-80.4060498500,NHD,West Milford Dam,Richard Welch,Harrison County,West Milford,WV,WEST FORK RIVER,1922,1193,,11,Head estimated from NID,5,649.139020400,893.887197100,926.285626100,1153.32440800,1023.22663400,769.178376100,526.362014300,356.794570900,238.911802000,286.434144600,274.524593300,585.411974400,776.498469400,4560.33900800,533.348354000,499.194169700,688.144630000,590.826054700,458.939363000,303.929141400,212.885694900,142.549548500,165.391273100,163.798341100,338.025453800,463.306983200,47.9796686500,1.08501508900
ReAtlas_NonPowered_Dams.581,581,KY00119,36.9702565400,-84.1201406500,NHD,CORBIN RESERVOIR DAM,CITY OF CORBIN,LAUREL,CORBIN,KY,LAUREL RIVER,1950,0,,35,Head estimated from NID,5,207.696475300,347.181290500,395.394074800,379.960376600,400.588945800,200.415719100,114.555819200,84.3521278800,57.2975022900,81.2215507000,40.9329569000,144.348985200,261.367135100,4559.72405500,647.343180100,665.893473300,708.462020200,722.831026000,373.688768600,206.706902900,157.280291900,106.835098400,146.557855500,76.3222881200,260.466311400,487.336838100,47.9796686500,1.08486877700
ReAtlas_NonPowered_Dams.583,583,WV03336,39.2688821400,-80.3563759900,NHD,Hartland Dam,Richard Welch,Harrison County,Clarksburg,WV,WEST FORK,1931,0,,9,Head estimated from NID,5,757.055428100,1042.49187500,1080.27639600,1345.05934100,1193.33340400,897.050780300,613.867303400,416.110044400,278.629801700,334.052517500,320.163057500,682.734050700,905.587805800,4487.46295300,524.825232500,491.216845900,677.147801700,581.384416400,451.605327200,299.072231300,209.483695800,140.271549300,162.748253900,161.180777600,332.623670900,455.903151000,47.9796686500,1.06767611100
ReAtlas_NonPowered_Dams.588,588,MI00500,42.2561257300,-83.6243783100,NHD,Peninsular Paper Dam,City of Ypsilanti,Washtenaw,Ypsilanti,MI,Huron River,1867,800,,19,Head estimated from NID,4,495.303190000,612.425355600,681.230571600,790.473357800,619.812493600,630.887204000,433.191052500,284.220375000,243.274192800,320.062125100,342.503312900,427.270700200,570.445789100,6120.38498900,642.731535000,645.753714000,829.590332800,629.500867000,662.106977300,439.962320800,298.285164400,255.312739600,325.065059700,359.452263100,433.949426600,598.674588300,66.2996379800,1.05381282100
ReAtlas_NonPowered_Dams.590,590,NC00707,35.7435594100,-79.7032121900,NHD,Randolph Mill Lake Dam,,Randolph,,NC,Deep River,1880,300,,16,Head estimated from NID,3,244.842928200,274.489820400,308.781649000,397.117815200,368.363745200,160.523874700,166.346778900,141.741909900,167.380938600,302.200937900,181.074857400,201.929344600,276.269442800,2457.24770200,233.967990500,237.726732800,338.492907000,303.855178900,136.826379700,137.215811600,120.817120900,142.671162800,249.278929400,154.343503400,166.567090100,235.484894400,26.6610582900,1.05212525900
ReAtlas_NonPowered_Dams.595,595,OH00433,40.1050394000,-81.5563761200,NHD,SALT FORK LAKE DAM,,GUERNSEY,Columbus,OH,SALT FORK CREEK,1968,152900,,42,Head estimated from NID,5,161.360130000,253.160760000,215.243802900,271.841311400,252.664138900,179.535058200,143.862546100,91.2722140200,70.0581243700,90.3431827200,79.9175804000,103.872384000,188.000545600,4321.80831000,575.883300700,442.247196400,618.377317700,556.213161800,408.401530800,316.698056100,207.623582300,159.366340600,198.880884000,181.794366500,228.663978200,427.658594400,47.9796686500,1.02826286000
ReAtlas_NonPowered_Dams.596,596,MI00361,43.3248100000,-83.7416700000,NID,Frankenmuth Dam,City of Frankenmuth,Saginaw,Frankenmuth,MI,Cass River,1848,75,,16,Head estimated from NID,4,589.184585800,679.757594000,761.237640700,1167.02489100,931.406668700,920.092345100,520.690233500,268.233859900,231.144276500,251.289170400,306.470056300,412.621164100,629.131905800,5950.02297200,583.029008500,589.729275400,1000.95882800,773.098800500,789.164449900,432.190372300,230.064544700,198.252758800,208.578446700,262.859782200,342.489417000,539.607287200,66.2996379800,1.02447975200
ReAtlas_NonPowered_Dams.71,71,NH00003,43.4682111300,-71.6615707300,NHD,FRANKLIN FALLS DAM,CENAE,MERRIMACK,FRANKLIN,NH,PEMIGEWASSET RIVER,1943,222000,CE,112,Head estimated from NID,1,1960.90150800,1804.75014200,1631.52316300,2537.54632200,4487.03351600,2871.17755300,1805.57739800,925.165590000,869.283006600,894.218802200,1583.82034100,1969.25994900,2161.92517300,137757.481100,10768.2548800,8792.61026700,15140.5698400,25908.7891400,17131.2199900,10425.6685200,5520.10976600,5186.67973100,5163.35042100,9450.05113400,11370.7955600,12899.3818900,52.2267258000,30.1105221800
ReAtlas_NonPowered_Dams.73,73,CT00583,41.9886170000,-72.6034692600,NHD,ENFIELD DAM,C.H. DEXTER,HARTFORD,ENFIELD,CT,CONNECTICUT RIVER,1825,10744,,12,Head estimated from NID,1,16940.1217400,16878.5986000,13765.4724200,21979.3022700,39020.0128300,21046.7199200,14783.0086200,9176.94987300,8311.67568500,8119.82150200,14549.6644400,17501.7354400,18217.5361700,133883.933100,11329.6671100,8345.80479800,14753.4865900,25347.0682000,14127.4957800,9602.91656400,6159.97747400,5579.16690200,5274.56693200,9766.38278000,11368.9783700,12228.4216400,52.2267258000,29.2638563400
ReAtlas_NonPowered_Dams.85,85,NY00950,42.8238900000,-73.6625000000,NID,LOCK C-1 DAM AT WATERFORD,NYS CANAL CORP,SARATOGA,PLEASANTDALE,NY,HUDSON RIVER,1912,11600,,16,Head estimated from NID,2,9359.19443900,10379.5619200,8797.45819500,12897.9744200,18920.4898400,10529.2076600,8196.87785900,5307.30521300,4688.98397400,4582.05766200,7348.25235600,9872.27537700,10868.9118300,98625.4826800,9289.63232600,7111.69381600,11543.5931700,16387.4521900,9423.56417100,7099.49611400,4749.99951100,4196.60650600,3968.62087300,6576.63234000,8550.59473600,9727.59692900,47.5726990500,23.6661298800
ReAtlas_NonPowered_Dams.86,86,PA00590,40.8500952000,-76.8075100600,NHD,ADAM T. BOWER MEMORIAL,DCNR,SNYDER,,PA,SUSQUEHANNA RIVER,1969,38200,,5,Head estimated from NID,2,27691.9775500,34901.1283600,29302.2754000,51690.8994400,48469.7088900,28066.0243500,22517.4745500,12516.9808900,10930.9432200,18628.9212800,16002.7203700,23615.0390300,35896.9092000,97271.0016100,10412.0852300,7895.79619400,15420.9928400,13993.5601400,8372.96246100,6500.95991000,3734.20224500,3261.03818800,5378.30608600,4774.10606100,6817.83481900,10709.1574300,47.5726990500,23.3411091600
ReAtlas_NonPowered_Dams.130,130,NY00542,42.0641108000,-75.3743416600,NHD,CANNONSVILLE DAM,,DELAWARE,DEPOSIT,NY,WEST BRANCH DELAWARE RIVER,1964,450000,,122,Head estimated from NID,2,888.012690500,1038.85212800,834.669118200,1359.29236900,1442.05076300,749.355814700,866.767573000,446.392395100,441.453292900,691.265620300,793.802588100,877.733373400,1119.86356700,68233.3432400,6779.53710500,4919.90810500,8870.72645100,9107.23237000,4890.28747400,5474.04703100,2913.15166400,2880.91913900,4365.66922200,5180.34660900,5543.30124500,7308.21682700,47.5726990500,16.3732447200
ReAtlas_NonPowered_Dams.145,145,MD00022,38.9484000000,-77.1296000000,NID,Little Falls Dam - Potomac River,US Army Corps of Engineers,Montgomery,,MD,Potomac River,1958,13360,,8,Head estimated from NID,2,11224.8672800,11178.7774500,12409.9846700,20938.8465600,20107.7662800,14322.0743800,10231.9730200,5015.96257100,3908.11302000,8665.92727600,5740.31840000,9462.38265800,12946.0853900,59142.8012900,5002.46220100,5015.99492000,9370.05758600,8707.88921100,6409.07612800,4431.06838700,2244.62498500,1748.86634500,3752.87506300,2568.77158000,4097.78882000,5793.32606600,47.5726990500,14.1918820500
ReAtlas_NonPowered_Dams.147,147,NY00962,42.8781165300,-74.0420165300,NHD,LOCK E-9 DAM AT ROTTERDAM JCT,NYS CANAL CORP,SCHENECTADY,ROTTERDAM JUNCTION,NY,ERIE CANAL MOHAWK RIVER,0,3100,,14,Head estimated from NID,2,6653.50043800,7378.88503800,6254.15919400,9169.23769500,13450.6755100,7485.26897800,5827.20348200,3772.99112500,3333.42331200,3257.40883600,5223.91115900,7018.25236900,7726.76645400,58427.8109700,5503.37363900,4213.11704300,6838.66746300,9708.27146300,5582.71768200,4205.89086800,2813.99964800,2486.15798900,2351.09450300,3896.13536700,5065.55222200,5762.83308400,47.5726990500,14.0203132600
ReAtlas_NonPowered_Dams.151,151,NY00961,42.9177798000,-74.1405688600,NHD,LOCK E-10 DAM AT CRANESVILLE,NYS CANAL CORP,MONTGOMERY,CRANESVILLE,NY,ERIE CANAL MOHAWK RIVER,0,2500,,14,Head estimated from NID,2,6567.64504800,7283.66943500,6173.45682100,9050.91975300,13277.1107800,7388.68061900,5752.01045700,3724.30523000,3290.40950900,3215.37590800,5156.50289200,6927.69029600,7627.06186300,57673.8706100,5432.35924700,4158.75185400,6750.42271600,9582.99794200,5510.67945100,4151.61892400,2777.68838000,2454.07712100,2320.75646700,3845.86044400,5000.18738600,5688.47068100,47.5726990500,13.8393980500
ReAtlas_NonPowered_Dams.157,157,NY00960,42.9461273300,-74.2110360000,NHD,LOCK E-11 DAM AT AMSTERDAM,NYS CANAL CORP,MONTGOMERY,AMSTERDAM,NY,ERIE CANAL MOHAWK RIVER,1910,2500,,14,Head estimated from NID,2,6375.82099600,7070.93214900,5993.14599500,8786.56562200,12889.3204600,7172.87622600,5584.00899700,3615.52783500,3194.30509400,3121.46303200,5005.89468000,6725.35024600,7404.29496500,55989.3649100,5273.69397800,4037.28538800,6553.26019800,9303.10317200,5349.72665000,4030.36079300,2696.55923300,2382.39982900,2252.97312800,3733.53273300,4854.14474900,5522.32505500,47.5726990500,13.4351847600
ReAtlas_NonPowered_Dams.158,158,NY00959,42.9447815300,-74.2886445300,NHD,LOCK E-12 DAM AT TRIBES HILL,NYS CANAL CORP,MONTGOMERY,TRIBES HILL,NY,ERIE CANAL MOHAWK RIVER,1910,4637,,14,Head estimated from NID,2,6315.50553400,7004.04091400,5936.45065000,8703.44444200,12767.3870900,7105.02059700,5531.18410100,3581.32483100,3164.08687000,3091.93389600,4958.53876300,6661.72822700,7334.25010800,55459.7038000,5223.80467200,3999.09254500,6491.26615500,9215.09553100,5299.11807200,3992.23345600,2671.04970000,2359.86225300,2231.65993300,3698.21339900,4808.22439100,5470.08369100,47.5726990500,13.3080875000
